tag,fecha_desde,fecha_hasta,nombre,artista,oyentes,url
hip-hop,1776600000,1777204800,Flashing Lights,Kanye West,N/A,https://www.last.fm/music/Kanye+West/_/Flashing+Lights
hip-hop,1776600000,1777204800,All Falls Down,Kanye West,N/A,https://www.last.fm/music/Kanye+West/_/All+Falls+Down
hip-hop,1776600000,1777204800,Heartbeat,Childish Gambino,N/A,https://www.last.fm/music/Childish+Gambino/_/Heartbeat
hip-hop,1776600000,1777204800,I Wonder,Kanye West,N/A,https://www.last.fm/music/Kanye+West/_/I+Wonder
hip-hop,1776600000,1777204800,Touch the Sky,Kanye West,N/A,https://www.last.fm/music/Kanye+West/_/Touch+the+Sky
hip-hop,1776600000,1777204800,Fashion Killa,A$AP Rocky,N/A,https://www.last.fm/music/A$AP+Rocky/_/Fashion+Killa
hip-hop,1776600000,1777204800,Homecoming,Kanye West,N/A,https://www.last.fm/music/Kanye+West/_/Homecoming
hip-hop,1776600000,1777204800,Ms. Jackson,OutKast,N/A,https://www.last.fm/music/OutKast/_/Ms.+Jackson
hip-hop,1776600000,1777204800,Stronger,Kanye West,N/A,https://www.last.fm/music/Kanye+West/_/Stronger
hip-hop,1776600000,1777204800,Gold Digger,Kanye West,N/A,https://www.last.fm/music/Kanye+West/_/Gold+Digger
hip-hop,1776600000,1777204800,Swimming Pools (Drank),Kendrick Lamar,N/A,https://www.last.fm/music/Kendrick+Lamar/_/Swimming+Pools+(Drank)
hip-hop,1776600000,1777204800,Trap Queen,Fetty Wap,N/A,https://www.last.fm/music/Fetty+Wap/_/Trap+Queen
hip-hop,1776600000,1777204800,Kiss Me Thru The Phone,Soulja Boy,N/A,https://www.last.fm/music/Soulja+Boy/_/Kiss+Me+Thru+The+Phone
hip-hop,1776600000,1777204800,Headlines,Drake,N/A,https://www.last.fm/music/Drake/_/Headlines
hip-hop,1776600000,1777204800,Can't Tell Me Nothing,Kanye West,N/A,https://www.last.fm/music/Kanye+West/_/Can%27t+Tell+Me+Nothing
hip-hop,1776600000,1777204800,Pursuit of Happiness (Nightmare),Kid Cudi,N/A,https://www.last.fm/music/Kid+Cudi/_/Pursuit+of+Happiness+(Nightmare)
hip-hop,1776600000,1777204800,Runaway,Kanye West,N/A,https://www.last.fm/music/Kanye+West/_/Runaway
hip-hop,1776600000,1777204800,Dark Fantasy,Kanye West,N/A,https://www.last.fm/music/Kanye+West/_/Dark+Fantasy
hip-hop,1776600000,1777204800,Everything I Am,Kanye West,N/A,https://www.last.fm/music/Kanye+West/_/Everything+I+Am
hip-hop,1776600000,1777204800,21 Questions,50 Cent,N/A,https://www.last.fm/music/50+Cent/_/21+Questions
hip-hop,1776600000,1777204800,Champion,Kanye West,N/A,https://www.last.fm/music/Kanye+West/_/Champion
hip-hop,1776600000,1777204800,POWER,Kanye West,N/A,https://www.last.fm/music/Kanye+West/_/POWER
hip-hop,1776600000,1777204800,Good Life,Kanye West,N/A,https://www.last.fm/music/Kanye+West/_/Good+Life
hip-hop,1776600000,1777204800,Meet Me Halfway,Black Eyed Peas,N/A,https://www.last.fm/music/Black+Eyed+Peas/_/Meet+Me+Halfway
hip-hop,1776600000,1777204800,Richman,3OH!3,N/A,https://www.last.fm/music/3OH%213/_/Richman
hip-hop,1776600000,1777204800,All of the Lights,Kanye West,N/A,https://www.last.fm/music/Kanye+West/_/All+of+the+Lights
hip-hop,1776600000,1777204800,The Way I Are,Timbaland,N/A,https://www.last.fm/music/Timbaland/_/The+Way+I+Are
hip-hop,1776600000,1777204800,Paper Planes,M.I.A.,N/A,https://www.last.fm/music/M.I.A./_/Paper+Planes
hip-hop,1776600000,1777204800,Without Me,Eminem,N/A,https://www.last.fm/music/Eminem/_/Without+Me
hip-hop,1776600000,1777204800,Pump It,Black Eyed Peas,N/A,https://www.last.fm/music/Black+Eyed+Peas/_/Pump+It
hip-hop,1776600000,1777204800,Through the Wire,Kanye West,N/A,https://www.last.fm/music/Kanye+West/_/Through+the+Wire
hip-hop,1776600000,1777204800,Alright,Kendrick Lamar,N/A,https://www.last.fm/music/Kendrick+Lamar/_/Alright
hip-hop,1776600000,1777204800,In Da Club,50 Cent,N/A,https://www.last.fm/music/50+Cent/_/In+Da+Club
hip-hop,1776600000,1777204800,Low (feat. T-Pain),Flo Rida,N/A,https://www.last.fm/music/Flo+Rida/_/Low+(feat.+T-Pain)
hip-hop,1776600000,1777204800,Black and Yellow,Wiz Khalifa,N/A,https://www.last.fm/music/Wiz+Khalifa/_/Black+and+Yellow
hip-hop,1776600000,1777204800,"So Fresh, So Clean",OutKast,N/A,"https://www.last.fm/music/OutKast/_/So+Fresh,+So+Clean"
hip-hop,1776600000,1777204800,The Spins,Mac Miller,N/A,https://www.last.fm/music/Mac+Miller/_/The+Spins
hip-hop,1776600000,1777204800,"Bitch, Don’t Kill My Vibe",Kendrick Lamar,N/A,"https://www.last.fm/music/Kendrick+Lamar/_/Bitch,+Don%E2%80%99t+Kill+My+Vibe"
hip-hop,1776600000,1777204800,One Beer,MF DOOM,N/A,https://www.last.fm/music/MF+DOOM/_/One+Beer
hip-hop,1776600000,1777204800,Stereo Hearts (feat. Adam Levine),Gym Class Heroes,N/A,https://www.last.fm/music/Gym+Class+Heroes/_/Stereo+Hearts+(feat.+Adam+Levine)
hip-hop,1776600000,1777204800,Black Skinhead,Kanye West,N/A,https://www.last.fm/music/Kanye+West/_/Black+Skinhead
hip-hop,1776600000,1777204800,Jesus Walks,Kanye West,N/A,https://www.last.fm/music/Kanye+West/_/Jesus+Walks
hip-hop,1776600000,1777204800,Heard 'Em Say,Kanye West,N/A,https://www.last.fm/music/Kanye+West/_/Heard+%27Em+Say
hip-hop,1776600000,1777204800,The Glory,Kanye West,N/A,https://www.last.fm/music/Kanye+West/_/The+Glory
hip-hop,1776600000,1777204800,It Was A Good Day,Ice Cube,N/A,https://www.last.fm/music/Ice+Cube/_/It+Was+A+Good+Day
hip-hop,1776600000,1777204800,Hate It Or Love It,The Game,N/A,https://www.last.fm/music/The+Game/_/Hate+It+Or+Love+It
hip-hop,1776600000,1777204800,Smack That,Akon,N/A,https://www.last.fm/music/Akon/_/Smack+That
hip-hop,1776600000,1777204800,Poetic Justice,Kendrick Lamar,N/A,https://www.last.fm/music/Kendrick+Lamar/_/Poetic+Justice
hip-hop,1776600000,1777204800,The Real Slim Shady,Eminem,N/A,https://www.last.fm/music/Eminem/_/The+Real+Slim+Shady
hip-hop,1776600000,1777204800,Swimming Pools (Drank) (extended version),Kendrick Lamar,N/A,https://www.last.fm/music/Kendrick+Lamar/_/Swimming+Pools+(Drank)+(extended+version)
hip-hop,1776600000,1777204800,Good Morning,Kanye West,N/A,https://www.last.fm/music/Kanye+West/_/Good+Morning
hip-hop,1776600000,1777204800,Marvins Room,Drake,N/A,https://www.last.fm/music/Drake/_/Marvins+Room
hip-hop,1776600000,1777204800,Best I Ever Had,Drake,N/A,https://www.last.fm/music/Drake/_/Best+I+Ever+Had
hip-hop,1776600000,1777204800,Bad Girls,M.I.A.,N/A,https://www.last.fm/music/M.I.A./_/Bad+Girls
hip-hop,1776600000,1777204800,Do for Love,2Pac,N/A,https://www.last.fm/music/2Pac/_/Do+for+Love
hip-hop,1776600000,1777204800,On Sight,Kanye West,N/A,https://www.last.fm/music/Kanye+West/_/On+Sight
hip-hop,1776600000,1777204800,A.D.H.D,Kendrick Lamar,N/A,https://www.last.fm/music/Kendrick+Lamar/_/A.D.H.D
hip-hop,1776600000,1777204800,Roses,Kanye West,N/A,https://www.last.fm/music/Kanye+West/_/Roses
hip-hop,1776600000,1777204800,Feel Good Inc.,Gorillaz,N/A,https://www.last.fm/music/Gorillaz/_/Feel+Good+Inc.
hip-hop,1776600000,1777204800,HUMBLE.,Kendrick Lamar,N/A,https://www.last.fm/music/Kendrick+Lamar/_/HUMBLE.
hip-hop,1776600000,1777204800,Hot in Herre,Nelly,N/A,https://www.last.fm/music/Nelly/_/Hot+in+Herre
hip-hop,1776600000,1777204800,Slow Jamz,Twista,N/A,https://www.last.fm/music/Twista/_/Slow+Jamz
hip-hop,1776600000,1777204800,212 (feat. Lazy Jay),Azealia Banks,N/A,https://www.last.fm/music/Azealia+Banks/_/212+(feat.+Lazy+Jay)
hip-hop,1776600000,1777204800,Hotel Room Service,Pitbull,N/A,https://www.last.fm/music/Pitbull/_/Hotel+Room+Service
hip-hop,1776600000,1777204800,Heartless,Kanye West,N/A,https://www.last.fm/music/Kanye+West/_/Heartless
hip-hop,1776600000,1777204800,Needed Me,Rihanna,N/A,https://www.last.fm/music/Rihanna/_/Needed+Me
hip-hop,1776600000,1777204800,The World Is Yours,Nas,N/A,https://www.last.fm/music/Nas/_/The+World+Is+Yours
hip-hop,1776600000,1777204800,Hoe Cakes,MF DOOM,N/A,https://www.last.fm/music/MF+DOOM/_/Hoe+Cakes
hip-hop,1776600000,1777204800,Addiction,Kanye West,N/A,https://www.last.fm/music/Kanye+West/_/Addiction
hip-hop,1776600000,1777204800,DNA.,Kendrick Lamar,N/A,https://www.last.fm/music/Kendrick+Lamar/_/DNA.
hip-hop,1776600000,1777204800,Till I Collapse,Eminem,N/A,https://www.last.fm/music/Eminem/_/Till+I+Collapse
hip-hop,1776600000,1777204800,Lose Yourself,Eminem,N/A,https://www.last.fm/music/Eminem/_/Lose+Yourself
hip-hop,1776600000,1777204800,Family Business,Kanye West,N/A,https://www.last.fm/music/Kanye+West/_/Family+Business
hip-hop,1776600000,1777204800,Airplanes (feat. Hayley Williams),B.o.B,N/A,https://www.last.fm/music/B.o.B/_/Airplanes+(feat.+Hayley+Williams)
hip-hop,1776600000,1777204800,Mr. Rager,Kid Cudi,N/A,https://www.last.fm/music/Kid+Cudi/_/Mr.+Rager
hip-hop,1776600000,1777204800,Stan,Eminem,N/A,https://www.last.fm/music/Eminem/_/Stan
hip-hop,1776600000,1777204800,Where Is the Love,Black Eyed Peas,N/A,https://www.last.fm/music/Black+Eyed+Peas/_/Where+Is+the+Love
hip-hop,1776600000,1777204800,All Caps,Madvillain,N/A,https://www.last.fm/music/Madvillain/_/All+Caps
hip-hop,1776600000,1777204800,Hell of a Life,Kanye West,N/A,https://www.last.fm/music/Kanye+West/_/Hell+of+a+Life
hip-hop,1776600000,1777204800,Work Out,J. Cole,N/A,https://www.last.fm/music/J.+Cole/_/Work+Out
hip-hop,1776600000,1777204800,Many Men (Wish Death),50 Cent,N/A,https://www.last.fm/music/50+Cent/_/Many+Men+(Wish+Death)
hip-hop,1776600000,1777204800,Lost in the World,Kanye West,N/A,https://www.last.fm/music/Kanye+West/_/Lost+in+the+World
hip-hop,1776600000,1777204800,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,N/A,https://www.last.fm/music/Post+Malone/_/Sunflower+-+Spider-Man:+Into+the+Spider-Verse
hip-hop,1776600000,1777204800,Sabotage,Beastie Boys,N/A,https://www.last.fm/music/Beastie+Boys/_/Sabotage
hip-hop,1776600000,1777204800,N.Y. State of Mind,Nas,N/A,https://www.last.fm/music/Nas/_/N.Y.+State+of+Mind
hip-hop,1776600000,1777204800,Hotline Bling,Drake,N/A,https://www.last.fm/music/Drake/_/Hotline+Bling
hip-hop,1776600000,1777204800,Sad!,XXXTENTACION,N/A,https://www.last.fm/music/XXXTENTACION/_/Sad%21
hip-hop,1776600000,1777204800,93 'til Infinity,Souls of Mischief,N/A,https://www.last.fm/music/Souls+of+Mischief/_/93+%27til+Infinity
hip-hop,1776600000,1777204800,I've Seen Footage,Death Grips,N/A,https://www.last.fm/music/Death+Grips/_/I%27ve+Seen+Footage
hip-hop,1776600000,1777204800,Roses,OutKast,N/A,https://www.last.fm/music/OutKast/_/Roses
hip-hop,1776600000,1777204800,Big Brother,Kanye West,N/A,https://www.last.fm/music/Kanye+West/_/Big+Brother
hip-hop,1776600000,1777204800,Peso,A$AP Rocky,N/A,https://www.last.fm/music/A$AP+Rocky/_/Peso
